Year,Rd,Pk,Tm,Player,Age,Pos,Born,College,G/NBA,MP/NBA,PPG/NBA,RPG/NBA,APG/NBA,SPG/NBA,BPG/NBA,FG%/NBA,2P%/NBA,3P%/NBA,FT%/NBA,NBA WS,NBA WS/48,NBA PER,G/C,GS/C,MPG/C,FGM/C,FGA/C,FG%/C,2PM/C,2PA/C,2P%/C,3PM/C,3PA/C,3P%/C,FTM/C,FTA/C,FT%/C,ORPG/C,DRPG/C,RPG/C,APG/C,SPG/C,BPG/C,TOPG/C,FPG/C,PPG/C,EFG%/C,YRS/C,WS/C,WSPY/C,PER/C,SOS,BF%,Hand Length (Inches),Hand Width (Inches),Height (No Shoes),Height (Shoes),Standing Reach,Weight (lbs),Wingspan
2013,1,11,PHI,Michael Carter-Williams,21.266,G,us,Syracuse University,265,28.4,12,4.9,5.1,1.4,0.6,0.403,0.434,0.254,0.702,3.9,0.025,13.7,66,40,25.4,2.7,6.8,0.398,2.1,4.8,0.438,0.6,2.1,0.307,2.2,3.2,0.679,0.9,2.7,3.6,5.2,2,0.4,2.3,1.8,8.2,44.5,2,7.4,3.70,20.9,8.29,0.04,7.5,8.5,6.48,6.575,8.5,184.4,6.7
2012,1,8,TOR,Terrence Ross,21.149,F-G,us,University of Washington,409,23.9,9.6,2.6,1,0.8,0.3,0.422,0.476,0.371,0.797,15,0.074,12,69,39,24.4,4.6,10.1,0.453,2.9,5.5,0.528,1.7,4.6,0.364,1.4,1.8,0.764,1.1,3.5,4.7,1.2,0.9,0.7,1.4,2.4,12.3,53.6,2,7.4,3.70,21.1,6.51,0.03,8.75,10.25,6.6,6.7,8.45,196.6,6.7
2008,2,39,CHI,Sonny Weems,21.359,G-F,us,University of Arkansas,183,18.2,6.5,2.2,1.4,0.5,0.2,0.465,0.487,0.283,0.702,0,0.001,10.1,109,100,26.1,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.372,3.3,4.6,0.725,1.2,2.4,3.7,1.7,1,0.4,2,1.9,14.2,53.4,2,7.4,3.70,,4.64,0.04,,,6.4,6.55,8.8,193,6.1
2017,2,39,PHI,Jawun Evans,20.336,G,us,Oklahoma State University,35,18.5,5.8,2,2.4,0.9,0.2,0.345,0.364,0.277,0.778,-0.1,-0.01,7.2,54,52,29.1,5.7,12.7,0.448,4.7,10.2,0.458,1,2.5,0.407,4.2,5.1,0.818,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6,48.8,2,7.4,3.70,25.2,10.51,0.09,8,7.75,5.11,5.115,7.11,185.2,6.5
2012,2,51,BOS,Kris Joseph,23.199,F,ca,Syracuse University,10,5.4,0.9,0.7,0.1,0.3,0,0.143,0.182,0,0.625,-0.1,-0.127,0.6,140,77,26.6,3.5,7.8,0.449,2.7,5.4,0.501,0.8,2.4,0.331,2.7,3.9,0.702,1.3,3.2,4.5,1.5,1.3,0.5,1.6,1.6,10.5,50,4,14.8,3.70,17.4,8.37,0.09,9,9,6.6,6.7,8.8,215,6.1
2008,2,57,SAS,James Gist,,,,University of Maryland,,,,,,,,,,,,,,0,130,89,24.9,4.1,8.1,0.506,3.9,7.4,0.523,0.2,0.7,0.33,2.4,3.4,0.696,1.8,4.2,6,1.1,0.9,1.8,1.8,2.5,10.9,52.1,4,14.8,3.70,,7.37,0.05,,,6.7,6.85,8.115,220,7.4
2009,1,12,CHA,Gerald Henderson,21.204,G,us,Duke University,535,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.793,18.3,0.063,13.4,103,79,25.3,4.4,9.7,0.458,3.8,7.6,0.493,0.7,2,0.329,2.7,3.9,0.706,1.2,3,4.2,1.8,1,0.7,1.9,1.7,12.3,49.3,3,11.1,3.70,,9.61,0.04,,,6.4,6.5,8.65,214.6,6.1
2016,2,45,BOS,Demetrius Jackson,21.295,G,us,University of Notre Dame,17,4.7,1.1,0.9,0.5,0.2,0.1,0.389,0.545,0.143,0.5,-0.1,-0.048,6.1,103,88,31.5,4,8.6,0.467,2.7,5.2,0.523,1.3,3.4,0.381,2.3,3,0.782,0.9,2.3,3.1,3.3,1.1,0.2,1.7,1.9,11.7,54.2,3,11.1,3.70,18.7,7.79,0.07,8.25,9,6,6.125,7.9,193.8,6.5
2009,2,32,WAS,Jermaine Taylor,22.205,G,us,University of Central Florida,65,12.1,5.4,1.7,0.7,0.4,0.1,0.441,0.484,0.284,0.73,0.2,0.014,11.9,122,60,25.8,5.8,12.5,0.466,3.8,7,0.536,2.1,5.5,0.376,2.5,3.3,0.764,1.5,2.3,3.9,1.4,0.9,0.4,2.2,1.7,16.2,54.8,4,14.6,3.65,,0.56,0.06,,,6.35,6.475,8.5,207.4,6.8
2014,1,10,PHI,Elfrid Payton,20.129,G,us,University of Louisiana at Lafayette,271,29.7,11.1,4.2,6.5,1.3,0.3,0.455,0.477,0.306,0.614,10.9,0.065,15.3,100,78,31.6,5,10.3,0.485,4.7,9.2,0.512,0.3,1.1,0.268,3.9,6.5,0.611,1.5,3.6,5.1,4.9,2,0.5,3.4,2.3,14.3,50,3,10.9,3.63,21.3,-1.6,0.06,8.75,9,6.25,6.375,8.25,185.4,6.8
2011,1,13,PHO,Markieff Morris,21.299,F,us,University of Kansas,483,26.3,11.8,5.6,1.7,0.9,0.6,0.448,0.476,0.337,0.777,20.2,0.076,14.3,109,43,19.3,3.1,5.7,0.553,2.8,4.8,0.579,0.3,0.9,0.404,1.9,2.9,0.653,2,4.1,6.1,1.2,0.6,0.9,1.6,2.7,8.5,58.3,3,10.9,3.63,19.1,7.92,0.1,8.5,8.25,6.78,6.925,8.105,240.8,6.1
2009,2,35,DET,DaJuan Summers,21.158,F,us,Georgetown University,83,9.9,3.3,1,0.3,0.2,0.1,0.384,0.392,0.367,0.642,-0.1,-0.008,7.1,101,98,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1,0.6,2.2,2.4,11.2,52.6,3,10.9,3.63,,8.56,0.07,,,6.73,6.85,8.105,243,7
2013,2,41,MEM,Jamaal Franklin,21.347,G,us,San Diego State University,24,7.3,1.8,1,0.4,0.2,0.1,0.415,0.393,0.462,1,0,-0.006,4.7,85,54,25.9,4.3,10,0.426,3.1,6.2,0.504,1.2,3.8,0.302,4,5.1,0.78,1.5,5.5,7,1.9,1,0.6,2.6,2.1,13.7,48.4,3,10.9,3.63,24.3,5.45,0.08,8.5,8.25,6.4,6.525,8.75,190.8,6.1
2011,2,40,MIL,Jon Leuer,22.045,F,us,University of Wisconsin,336,16.5,6.7,4,0.9,0.4,0.3,0.478,0.512,0.335,0.769,12.3,0.107,14.5,123,68,22.8,4.2,8.7,0.482,3.4,6.5,0.521,0.8,2.2,0.368,2,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,52.9,4,14.5,3.63,19,8.06,0.05,8.75,9.75,6.1,6.115,8.95,223.2,7
2010,1,13,TOR,Ed Davis,21.024,F,us,University of North Carolina,524,20.7,6.7,6.4,0.8,0.5,0.9,0.561,0.561,0,0.572,32.8,0.146,16.6,61,25,22.2,3.4,6.3,0.548,3.4,6.3,0.548,0,0,,2.3,3.7,0.623,2.4,5.3,7.7,0.7,0.4,2.1,1.4,1.9,9.2,54.8,2,7.2,3.60,,9.09,0.1,9.25,10,6.9,6.975,9,226.6,7
2011,1,24,OKC,Reggie Jackson,21.073,G,it,Boston College,436,24.7,12.4,3,4.4,0.7,0.1,0.432,0.473,0.323,0.858,23.2,0.103,16.4,99,52,28,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.351,2.3,3,0.753,1.4,3,4.4,3.5,0.8,0.5,2.1,1.7,12.7,52.7,3,10.8,3.60,18.2,7.25,,,,,,,,
2015,1,21,DAL,Justin Anderson,21.223,G,us,University of Virginia,142,14.2,5.6,2.9,0.7,0.4,0.3,0.414,0.517,0.294,0.791,3.2,0.077,13.1,98,44,24.1,2.9,6.8,0.43,1.9,4.1,0.481,1,2.8,0.357,2,2.7,0.752,0.8,2.7,3.5,1.8,0.6,0.9,1.3,1.4,8.9,50.3,3,10.8,3.60,19.5,6.64,0.05,8.5,9.5,6.53,6.625,8.5,230.6,6.1
2010,1,6,GSW,Ekpe Udoh,23.041,C-F,us,Baylor University,309,16.8,3.9,3.1,0.7,0.5,1.2,0.435,0.436,0,0.723,7.8,0.072,11.4,103,67,27.2,3.3,7,0.472,3.2,6.6,0.485,0.1,0.4,0.289,1.6,2.5,0.649,2.5,3.8,6.3,1.5,0.8,2.8,1.5,2.2,8.4,48.1,3,10.8,3.60,,7.6,0.08,9.5,8.75,6.88,6.975,8.105,237.4,7.4
2013,1,25,LAC,Reggie Bullock,22.109,G-F,us,University of North Carolina,174,12.9,3.7,1.6,0.6,0.4,0.1,0.425,0.494,0.373,0.765,4,0.086,10.4,100,53,24.6,3.6,8.2,0.439,1.7,3.3,0.517,1.9,4.9,0.387,0.9,1.2,0.72,1.6,3.4,5,1.7,0.9,0.2,0.9,1.2,9.9,55.5,3,10.8,3.60,19.5,8.41,0.07,8.5,9,6.58,6.7,8.6,199.8,6.8
2014,1,9,CHH,Noah Vonleh,18.311,F,us,Indiana University,205,15.4,3.9,4.6,0.4,0.3,0.4,0.451,0.472,0.288,0.692,4.6,0.07,10.4,30,29,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9,0.6,0.9,1.4,2.1,2.7,11.3,56,1,3.6,3.60,22.2,6.64,0.07,9.75,11.75,6.8,6.95,9,247.1,7.4
2008,2,42,SAC,Sean Singletary,22.299,G,us,University of Virginia,37,8.2,2.4,0.9,0.8,0.3,0,0.365,0.35,0.4,0.857,0,0.006,6.7,123,123,32.8,5.2,12.9,0.406,3.4,7.9,0.433,1.8,5,0.362,4.7,5.5,0.846,1,3,4,4.8,1.6,0.1,3.3,2.7,16.9,47.6,4,14.4,3.60,,7.98,,,,,,,,
2016,2,47,ORL,Jake Layman,22.114,F,us,University of Maryland,54,6.8,1.9,0.7,0.3,0.2,0.1,0.293,0.351,0.242,0.789,-0.3,-0.043,4.6,141,115,27.9,3.4,7.7,0.445,2,3.8,0.53,1.4,3.9,0.362,1.9,2.6,0.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,1.9,10.2,53.6,4,14.4,3.60,17.3,7.17,0.07,8.25,9.25,6.8,6.925,8.6,208.6,6.9
2014,2,44,MIN,Markel Brown,22.154,G,us,Oklahoma State University,109,16.2,5.3,2.1,1.2,0.6,0.2,0.382,0.427,0.297,0.781,1.1,0.031,10.3,134,103,30.5,4.1,9.4,0.439,3,6.2,0.486,1.1,3.1,0.347,3,4.1,0.733,0.8,3.5,4.3,2.3,1,0.8,1.8,2.1,12.4,49.7,4,14.3,3.58,18.4,7.74,0.04,8.25,9.75,6.25,6.35,8.4,184.4,6.8
2012,1,14,MIL,John Henson,21.188,C-F,us,University of North Carolina,356,19.7,7.8,5.3,1,0.4,1.5,0.541,0.544,0,0.568,16.2,0.111,17.3,109,82,23.8,4.4,8.8,0.497,4.3,8.5,0.505,0,0.2,0.208,1.6,3.2,0.484,2.5,5.7,8.1,1,0.6,2.5,1.5,1.5,10.3,50,3,10.7,3.57,23.3,9.01,0.09,9.25,10,6.9,6.105,9.4,216,7.5
2014,2,32,PHI,K.J. McDaniels,21.142,G-F,us,Clemson University,148,14.1,5.3,2.2,0.6,0.5,0.6,0.412,0.479,0.29,0.776,1.3,0.03,10.8,94,61,24.3,3.9,8.6,0.45,3,5.8,0.516,0.9,2.8,0.313,2.4,3.2,0.767,1.8,3,4.8,0.9,0.9,1.9,1.5,1.8,11,50.1,3,10.7,3.57,25.1,4.6,0.04,8.75,9.75,6.45,6.6,8.6,195.6,6.1
2017,1,19,ATL,John Collins,19.277,F,us,Wake Forest University,36,22,10.6,6.8,1.1,0.7,1.1,0.585,0.595,0.167,0.727,2.7,0.164,20.7,64,34,20.7,4.9,8.2,0.601,4.9,8.2,0.602,0,0,0,3.6,4.9,0.729,2.8,4.2,7,0.4,0.5,1.2,1.4,2.8,13.4,60.1,2,7.1,3.55,31.2,10.16,0.05,9,10,6.83,6.95,8.105,225.2,6.1
2012,1,4,CLE,Dion Waiters,20.206,G,us,Syracuse University,365,28.7,13.3,2.7,2.8,1,0.3,0.412,0.441,0.341,0.701,7.5,0.034,12.1,71,0,20.4,3.5,7.7,0.453,2.5,4.9,0.513,1,2.8,0.348,1.8,2.3,0.753,0.4,1.5,1.9,2,1.5,0.2,1.1,1.6,9.7,51.6,2,7.1,3.55,23.3,8.4,0.09,8.5,9.5,6.25,6.4,8.2,221,6.7
2008,2,48,PHO,Malik Hairston,21.129,G,us,University of Oregon,62,7.6,2.4,1.2,0.5,0.2,0.3,0.512,0.549,0.167,0.514,0.8,0.086,11.7,117,115,31.2,5.2,10.4,0.504,4,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2,3.1,5.1,2.1,0.6,0.6,2,2.5,14.1,56.4,4,14.2,3.55,,6.87,,,,,,,,
2015,2,38,DET,Darrun Hilliard,22.078,G,us,Villanova University,83,9.8,3.4,1,0.8,0.3,0,0.376,0.413,0.313,0.729,0.2,0.01,7.5,132,112,26.8,3.7,8.5,0.436,2.1,4.2,0.507,1.6,4.3,0.367,2.4,3.2,0.748,0.5,2.5,3,1.9,1.3,0.4,1.6,2.1,11.4,52.9,4,14.2,3.55,18.5,7.8,,,,,,,,
2012,1,5,SAC,Thomas Robinson,21.109,F,us,University of Kansas,313,13.4,4.9,4.8,0.6,0.5,0.4,0.47,0.472,0,0.505,4.6,0.053,14,105,42,18.7,3.8,7.2,0.525,3.7,7,0.525,0.1,0.1,0.5,2.2,3.6,0.606,2.1,5.2,7.3,1,0.6,0.7,1.6,2.1,9.8,52.9,3,10.6,3.53,26.1,8.6,0.05,9.75,10.5,6.78,6.875,8.1,244.2,7.3
2010,1,18,OKC,Eric Bledsoe,20.202,G,us,University of Kentucky,453,27.4,13.5,3.8,4.6,1.4,0.5,0.445,0.485,0.332,0.796,25,0.097,17.6,37,35,30.3,3.9,8.4,0.462,2.6,5,0.516,1.3,3.5,0.383,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3,2.2,11.3,54,1,3.5,3.50,,6.82,0.06,8.5,9.75,6.03,6.15,8.2,191.6,6.7
2008,1,14,GSW,Anthony Randolph,18.351,F,de,Louisiana State University,252,15.2,7.1,4.3,0.7,0.6,0.9,0.453,0.466,0.241,0.74,5.8,0.072,16.5,31,31,32.8,5.9,12.7,0.464,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,2.8,5.7,8.5,1.2,1.1,2.3,3,2.7,15.6,46.7,1,3.5,3.50,,5.66,0.05,,,6.9,6.1025,9.1,197,7.3
2013,1,12,OKC,Steven Adams,19.347,C,nz,University of Pittsburgh,349,24.6,8.2,6.7,0.8,0.7,1,0.579,0.58,0,0.581,25.1,0.14,15.7,32,32,23.4,3.1,5.5,0.571,3.1,5.5,0.571,0,0,,1,2.2,0.443,2.8,3.5,6.3,0.6,0.7,2,1.1,1.6,7.2,57.1,1,3.5,3.50,23.2,5.63,0.07,9.5,11,6.11,7,9.15,254.5,7.4
2012,1,10,NOH,Austin Rivers,19.336,G,us,Duke University,379,23.4,9,2,2.3,0.7,0.2,0.418,0.447,0.357,0.651,6.8,0.037,10.5,34,33,33.2,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.365,3.6,5.4,0.658,0.6,2.8,3.4,2.1,1,0,2.3,2.2,15.5,50.5,1,3.5,3.50,16.9,8.4,0.06,8.5,10,6.35,6.5,8.05,202.8,6.7
2012,2,38,DEN,Quincy Miller,19.227,F,us,Baylor University,69,13.5,4.3,2.4,0.5,0.4,0.5,0.35,0.383,0.292,0.706,-0.1,-0.003,8.4,37,35,24.4,3.7,8.4,0.447,3.1,6.5,0.475,0.6,1.9,0.348,2.5,3.1,0.816,1.5,3.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6,48.5,1,3.5,3.50,19.4,8.03,0.08,9.25,10.25,6.88,6.1,8.9,218.7,7.1
2012,1,29,CHI,Marquis Teague,19.125,G,us,University of Kentucky,88,9.5,2.3,1,1.4,0.2,0.1,0.349,0.377,0.22,0.686,-0.8,-0.046,4.8,40,40,32.6,3.6,8.8,0.412,3,6.8,0.438,0.7,2,0.325,2.1,3,0.714,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10,44.9,1,3.5,3.50,13.2,7.93,0.06,8.25,7.75,6.1,6.2,8.05,179.8,6.7
2010,1,21,OKC,Craig Brackins,22.264,F,us,Iowa State University,17,7.1,1.8,1.1,0.5,0.1,0.1,0.265,0.286,0.214,0.5,-0.2,-0.089,3.1,96,95,31.8,6,13.4,0.445,5.2,10.9,0.48,0.7,2.5,0.292,3.4,4.7,0.726,1.7,6,7.7,1.6,0.5,1,2,2,16,47.2,3,10.5,3.50,,7.34,0.08,9.5,11.25,6.85,6.975,9.1,229,7
2012,2,46,NOH,Darius Miller,22.105,F,us,University of Kentucky,144,16.4,4.4,1.4,1,0.4,0.2,0.435,0.498,0.394,0.855,2.8,0.057,8.5,152,82,24.9,2.9,6.5,0.448,1.8,3.5,0.509,1.2,3,0.379,1.2,1.5,0.815,1,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2,53.7,4,13.9,3.48,13.6,7.12,0.08,8.5,8.75,6.6,6.75,8.5,233.4,6.9
2011,2,41,LAL,Darius Morris,20.176,G,us,University of Michigan,132,11.1,3.3,1,1.4,0.3,0,0.384,0.416,0.322,0.63,-0.3,-0.01,7.7,67,53,29.8,3.8,8,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2,2.9,0.695,0.7,2.3,2.9,4.8,0.8,0.1,2.3,2,9.9,49.1,4,13.9,3.48,17,10.03,,,,,,,,
2010,2,46,PHO,Gani Lawal,21.234,F,us,Georgia Institute of Technology,1,2,0,0,0,0,0,,,,,0,-0.009,-9.1,99,91,24.3,4.5,8.2,0.548,4.5,8.2,0.55,0,0,0,2.8,5,0.552,2.7,4.5,7.2,0.4,0.6,1.3,2.1,2.4,11.8,54.8,3,10.4,3.47,,8.64,0.06,8.5,10,6.75,6.9,8.115,233.4,7
2012,1,13,PHO,Kendall Marshall,20.319,G,us,University of North Carolina,160,19.3,5,1.6,4.9,0.7,0.1,0.399,0.422,0.37,0.611,1,0.015,10.7,73,55,28.8,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,0.2,2.2,2.3,8,1.1,0.1,2.6,1.5,7.2,50.5,2,6.9,3.45,16.1,8.61,0.08,8.5,9,6.33,6.425,8,198.4,6.5
2016,2,46,DAL,A.J. Hammons,23.306,C,us,Purdue University,22,7.4,2.2,1.6,0.2,0,0.6,0.405,0.375,0.5,0.45,0,-0.001,8.4,132,95,24.3,4.6,8.6,0.539,4.6,8.4,0.544,0,0.2,0.261,2.7,4,0.69,2.4,4.7,7,0.8,0.4,2.6,2.1,2.5,12.1,54.1,4,13.8,3.45,25.5,7.64,,,,,,,,
2011,2,32,CLE,Justin Harper,21.302,F,us,University of Richmond,22,6.8,2,0.8,0.2,0.1,0.1,0.34,0.417,0.276,0.333,-0.3,-0.093,3.6,137,96,22.9,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.382,1.5,2.1,0.711,1.4,3.3,4.8,0.7,0.6,0.8,1.3,2.2,10.6,56.4,4,13.8,3.45,16.9,2.46,0.04,9,9.25,6.8,6.875,8.1,228,6.1
2013,1,13,DAL,Kelly Olynyk,22.075,C-F,ca,Gonzaga University,320,21.1,9.6,4.9,1.7,0.7,0.5,0.48,0.533,0.376,0.747,17.1,0.122,15.7,101,31,17.2,3.3,5.6,0.594,3.1,4.9,0.634,0.2,0.7,0.333,2,2.8,0.709,1.5,3.1,4.6,1.1,0.5,0.5,1.4,2,8.9,61.6,3,10.3,3.43,27,4,0.07,8.5,10,6.11,7,9,234,6.9
2009,2,52,IND,A.J. Price,22.267,G,us,University of Connecticut,261,15.1,5.8,1.4,2.2,0.5,0,0.38,0.439,0.316,0.742,4.7,0.058,12.2,99,91,29.4,4.3,10.5,0.413,2.7,6.1,0.447,1.6,4.4,0.365,2.7,3.7,0.722,0.8,2.6,3.4,4.7,1.1,0.1,2.4,1.4,13,48.9,3,10.3,3.43,,7.14,0.12,,,6.05,6.2,8.1,192.8,6.3
2014,2,59,TOR,Xavier Thames,23.164,G,us,San Diego State University,,,,,,,,,,,,,,0,128,95,28,3.3,8.4,0.395,2.4,5.7,0.418,1,2.8,0.348,3.1,3.8,0.814,0.5,2.1,2.6,2.8,1.1,0.2,1.6,1.9,10.7,45.2,4,13.7,3.43,17.1,4.87,,,,,,,,
2014,1,3,PHI,Joel Embiid,20.107,C-F,cm,University of Kansas,61,28.2,21.8,9.3,2.8,0.8,2.2,0.476,0.513,0.332,0.791,4.8,0.135,23.5,28,20,23.1,3.8,6.1,0.626,3.8,5.9,0.639,0,0.2,0.2,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,62.9,1,3.4,3.40,28.2,11.4,,,,,,,,
2011,2,37,LAC,Trey Thompkins,21.039,F,us,University of Georgia,24,5,2.4,1,0.1,0.1,0.1,0.393,0.417,0.308,0.714,0,0.004,12,89,81,29.5,6,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.357,2.8,3.8,0.729,2,5.8,7.8,1.4,1,1.3,2.6,2.2,15.7,50.4,3,10.2,3.40,17.9,6.56,0.16,9.25,9.75,6.85,6.975,8.115,239,7.1
2015,1,15,ATL,Kelly Oubre,19.203,F,us,University of Kansas,185,18.6,6.7,3.3,0.6,0.6,0.2,0.428,0.498,0.331,0.765,5.2,0.073,10.4,36,27,21,3.1,6.9,0.444,2.1,4.3,0.497,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5,0.8,1.1,0.4,1.2,2,9.3,51.2,1,3.4,3.40,21.1,12.13,0.06,9,8.75,6.58,6.675,8.65,202.8,7.2
2014,2,55,MIA,Semaj Christon,21.242,G,us,Xavier University,64,15.2,2.9,1.4,2,0.4,0.1,0.345,0.406,0.19,0.548,0.1,0.006,5.7,64,63,34.8,5.7,12.3,0.462,5.3,11.1,0.476,0.4,1.2,0.338,4.4,6.6,0.67,0.3,2.5,2.8,4.4,1.4,0.2,3.1,2.4,16.2,47.9,2,6.8,3.40,18.5,6.55,0.05,8.5,8.25,6.15,6.325,8.3,186,6.6
2014,2,46,WAS,Jordan Clarkson,22.024,G,us,University of Missouri,262,28.2,14.2,3.3,2.8,1,0.1,0.442,0.487,0.333,0.802,7.1,0.046,14.7,93,75,31.7,5.1,11.6,0.44,4.1,8.4,0.485,1,3.2,0.322,4.2,5.2,0.805,0.8,2.5,3.3,2.7,0.9,0.3,2.7,2.3,15.4,48.4,3,10.1,3.37,19.1,4.32,0.04,8.25,9,6.33,6.5,8.2,186.3,6.8
2016,1,30,GSW,Damian Jones,20.364,F-C,us,Vanderbilt University,11,7.9,1.7,2.2,0,0.1,0.4,0.5,0.5,,0.3,0,0.025,5.4,99,95,27.1,5.1,9.1,0.566,5.1,9,0.57,0,0.1,0.125,3,5.3,0.565,2.1,4.3,6.4,0.7,0.4,1.7,2,3,13.3,56.7,3,10.1,3.37,21.7,7.13,0.07,8.75,10.5,6.1,6.115,8.11,243.6,7.3
2017,2,40,NOP,Dwayne Bacon,21.302,G,us,Florida State University,30,15.1,3.4,3,0.7,0.3,0.1,0.363,0.378,0.323,0.714,0,0,5,69,67,28.8,6.1,13.5,0.449,4.8,9.3,0.51,1.3,4.1,0.312,3.1,4.2,0.733,1.2,3.8,5,1.6,1,0.1,2.1,1.9,16.5,49.7,2,6.7,3.35,19.9,8.52,0.08,8.75,10,6.48,6.625,8.75,221.6,6.1
2017,2,53,BOS,Kadeem Allen,24.164,G,us,University of Arizona,3,2.7,1,0.7,0,0,0,0,,0,0.75,0,-0.096,4.2,68,61,27.5,3,6.6,0.459,2.3,4.8,0.482,0.7,1.8,0.4,2.3,3.1,0.725,0.3,3.3,3.6,3.3,1.3,0.7,2,2.4,9.1,51.4,2,6.7,3.35,16.5,7.43,0.06,8.5,8.75,6.1,6.225,8.35,192.4,6.9
2014,2,50,PHO,Alec Brown,21.343,F-C,us,University of Wisconsin-Green Bay,,,,,,,,,,,,,,0,126,125,29.3,4.8,10.3,0.465,4.2,8.8,0.476,0.6,1.5,0.4,3.1,4.2,0.748,2.3,4.1,6.3,0.9,0.6,2.5,2.1,2.7,13.3,49.5,4,13.4,3.35,21.7,0.76,,,,,,,,
2011,1,18,WAS,Chris Singleton,21.219,F,us,Florida State University,148,17.6,4.1,3.2,0.6,0.8,0.4,0.376,0.4,0.319,0.633,2.3,0.042,8.2,95,91,29.1,3.5,8.4,0.419,2.4,5.1,0.476,1.1,3.3,0.33,2.1,3.5,0.592,2,4.2,6.2,1.5,1.9,1.4,2.4,3.1,10.3,48.4,3,10,3.33,12.4,7.05,0.07,9.25,10,6.78,6.9,8.75,230.2,7.1
2015,2,36,MIN,Rakeem Christmas,23.212,F,us,Syracuse University,30,7.5,2.1,1.9,0.1,0.1,0.2,0.467,0.467,,0.724,0.5,0.105,11,142,140,22,2.9,5.1,0.56,2.9,5.1,0.56,0,0,0,1.6,2.4,0.681,2,3.3,5.3,0.6,0.5,1.7,1.1,2.6,7.4,56,4,13.3,3.33,20.5,7.88,0.1,9.25,9,6.83,6.975,9.25,242.6,7.5
2014,2,56,DEN,Roy Devyn Marble,21.283,G-F,us,University of Iowa,44,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028,5.5,136,103,27.6,4.1,10,0.415,3.2,7.1,0.447,1,2.9,0.338,3.2,4.4,0.726,0.9,2.5,3.4,2.9,1.3,0.2,1.7,1.6,12.5,46.4,4,13.3,3.33,19.3,7.42,0.07,8.25,8.5,6.5,6.65,8.6,192.4,6.9
2008,2,59,DET,Deron Washington,,,,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,0,128,125,29.3,3.9,8.4,0.467,3.6,7.1,0.498,0.4,1.3,0.294,2.8,4.5,0.616,1.9,3.5,5.4,1.5,1.2,0.9,1.7,3.1,11,49,4,13.3,3.33,,6.32,0.07,,,6.53,6.625,8.65,198.5,6.9
2009,2,41,MIL,Jodie Meeks,21.314,G,us,University of Kentucky,496,23.3,9.5,2.1,1.1,0.8,0.1,0.416,0.466,0.372,0.881,22.8,0.095,12.7,81,42,27.7,4.8,10.9,0.436,2.6,5.2,0.491,2.2,5.7,0.386,3.7,4.1,0.89,0.7,2.4,3,1.6,1.1,0.1,1.8,1.6,15.4,53.6,3,9.9,3.30,,7.77,0.08,,,6.3,6.4,8.2,211.4,6.4
2009,1,17,PHI,Jrue Holiday,19.018,G,us,"University of California, Los Angeles",546,32.6,14.6,3.6,6.2,1.5,0.4,0.445,0.473,0.362,0.791,29.6,0.08,16.3,35,35,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,50.4,1,3.3,3.30,,7.18,0.06,,,6.33,6.425,8.45,199,6.7
2017,1,22,BRK,Jarrett Allen,19.067,F-C,us,University of Texas at Austin,34,17.1,6.3,4.3,0.4,0.4,0.9,0.528,0.535,0.333,0.774,1.5,0.127,15,33,33,32.2,5.4,9.6,0.566,5.4,9.4,0.579,0,0.2,0,2.5,4.5,0.564,3,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,56.6,1,3.3,3.30,20.2,12.75,0.07,9.5,10.5,6.9,6.1025,9.15,233.6,7.5
